Fact_ID,Student_ID,Financial_ID,Course_ID,Instructor_ID,Enrollment_Date,Assignments_Completed,Quizzes_Taken,Midterm_Score,Final_Exam_Score,Overall_Grade,Attendance_Rate,Discussion_Participation,Time_Spent_on_LMS,Satisfaction_Score,Instructor_Rating,Tuition_Fees,Scholarship_Amount,Payment_Status,Comments,Name,Age,Gender,Grade_Level,Major,Enrollment_Status,Subject,Course,Credit_Load,Difficulty_Level,Instructor_Name,Instructor_Department,Years_of_Experience
F01525,S0666,Fn1336,C018,I04,19-12-23,6,3,75,85,F,89,18,90,5,3,16122,4261,Pending,Average Course,William Cook,18,Female,Sophomore,Psychology,Dropped,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01526,S0299,Fn0576,C040,I03,04-10-23,9,3,85,72,F,95,1,37,5,2,5046,1063,Overdue,Average Course,David Flores,26,Other,Freshman,Biology,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01527,S0555,Fn1115,C023,I02,11-08-22,6,7,94,86,C,97,5,79,6,1,7868,1087,Overdue,Average Course,Heather Mcclure,19,Other,Freshman,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01528,S0322,Fn0621,C003,I02,11-02-23,14,5,79,72,A,80,22,59,2,3,19434,3767,Pending,Needs Improvement,Natasha Vargas,19,Other,Junior,Computer Science,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01529,S0110,Fn0210,C011,I03,30-01-23,6,3,96,76,B,68,14,27,8,8,8912,3044,Pending,Great Course,Emily Morris,20,Other,Sophomore,Psychology,Active,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01530,S0623,Fn1251,C027,I02,06-11-23,10,8,58,83,D,56,24,48,1,8,19840,2494,Paid,Needs Improvement,Marcia Long,26,Other,Senior,Mathematics,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01531,S0471,Fn0956,C037,I02,25-06-21,14,4,73,69,C,98,10,32,9,7,8037,4370,Paid,Great Course,Melissa Diaz,27,Female,Sophomore,Mathematics,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01532,S0412,Fn0815,C012,I02,18-11-21,15,6,87,64,F,54,25,68,5,2,8305,2172,Pending,Average Course,Andres Stevenson,25,Other,Senior,Biology,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F01533,S0513,Fn1039,C033,I02,16-05-21,14,5,67,91,C,62,15,52,10,3,19044,520,Paid,Excellent Course,Samantha Kennedy,27,Male,Sophomore,Biology,Dropped,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01534,S0480,Fn0974,C028,I03,04-03-22,5,7,58,53,C,67,19,63,8,7,17710,3900,Pending,Great Course,Oscar Morales,18,Female,Senior,Psychology,Active,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01535,S0140,Fn0269,C006,I02,20-07-23,6,2,71,78,A,67,20,87,8,8,6613,1129,Paid,Great Course,William Meyer,20,Other,Junior,Biology,Dropped,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01536,S0878,Fn1757,C006,I02,30-06-23,9,3,87,89,A,99,29,63,2,9,18264,2772,Paid,Needs Improvement,Julie Villanueva,28,Male,Junior,Computer Science,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01537,S0690,Fn1377,C044,I04,11-11-22,14,7,70,60,B,69,26,47,9,6,11360,3648,Pending,Great Course,Jenna Simmons,24,Female,Sophomore,Computer Science,Active,Incident Response & Forensics,Cyber Security,4,Beginner,Michelle Stephens,Cyber Security,12
F01538,S0949,Fn1889,C021,I02,18-11-21,9,6,56,98,D,98,21,47,6,3,11317,2644,Overdue,Average Course,Clifford Hopkins,23,Male,Senior,Computer Science,Active,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F01539,S0504,Fn1023,C025,I01,20-02-23,14,4,61,56,D,72,2,81,3,9,15680,3351,Pending,Needs Improvement,Christina Farrell,27,Female,Junior,Psychology,Active,Data Visualization with Power BI,Data Analytics,3,Advanced,Timothy Watson,Data Analytics,8
F01540,S0060,Fn0110,C047,I03,20-06-21,16,2,85,60,F,85,2,17,1,5,15345,613,Paid,Needs Improvement,Christopher Rollins,19,Male,Senior,Psychology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01541,S0183,Fn0346,C036,I03,13-07-23,7,9,60,91,B,98,18,76,9,4,14892,4267,Paid,Great Course,Daniel Herrera,24,Female,Junior,Computer Science,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01542,S0419,Fn0834,C018,I04,09-05-21,9,2,52,82,D,89,20,47,3,9,19746,5,Pending,Needs Improvement,Ryan Jones,18,Male,Senior,Psychology,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01543,S0957,Fn1911,C044,I04,11-11-22,13,3,76,79,C,82,10,17,1,2,13145,4034,Paid,Needs Improvement,Janice Anderson,24,Female,Junior,Computer Science,Dropped,Incident Response & Forensics,Cyber Security,4,Beginner,Michelle Stephens,Cyber Security,12
F01544,S0794,Fn1569,C039,I02,01-02-22,6,8,56,81,C,56,5,39,5,4,14628,2968,Pending,Average Course,Amanda Patel,22,Female,Freshman,Business,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01545,S0927,Fn1848,C005,I03,02-03-21,17,6,51,89,D,89,24,95,8,6,5112,538,Paid,Great Course,Elizabeth Pham,25,Male,Senior,Mathematics,Dropped,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F01546,S0825,Fn1634,C023,I02,18-04-22,10,4,59,86,C,54,8,15,7,6,9241,3701,Paid,Great Course,Lori Cain,28,Male,Senior,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01547,S0908,Fn1819,C023,I02,08-01-23,19,4,52,62,C,81,27,25,5,5,7691,2519,Overdue,Average Course,Christine Bernard,22,Other,Freshman,Mathematics,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01548,S0733,Fn1461,C023,I02,01-02-22,12,4,66,56,F,58,4,76,2,7,8584,1631,Pending,Needs Improvement,Craig Humphrey,29,Male,Freshman,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01549,S0901,Fn1803,C035,I04,15-03-23,7,4,92,73,C,79,29,30,2,5,17268,3796,Overdue,Needs Improvement,Barry Moore,19,Female,Freshman,Computer Science,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01550,S0227,Fn0431,C029,I02,15-08-23,18,3,50,60,D,81,23,98,3,6,17028,1278,Overdue,Needs Improvement,Jessica Newman,24,Other,Junior,Computer Science,Active,Python for Data Science,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01551,S0391,Fn0773,C005,I03,17-10-22,6,7,83,80,A,88,6,90,6,1,15775,555,Paid,Average Course,Maria Newman,19,Other,Junior,Mathematics,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F01552,S0144,Fn0277,C017,I04,25-08-22,15,7,62,93,C,53,19,54,4,8,7345,2913,Pending,Average Course,Jamie Butler,22,Male,Junior,Psychology,Active,Ethical Hacking & Penetration Testing,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01553,S0736,Fn1464,C038,I02,25-09-21,5,7,63,63,D,74,0,53,9,5,19523,4700,Paid,Great Course,Cassandra Webb DDS,27,Other,Sophomore,Mathematics,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01554,S0564,Fn1126,C002,I04,17-03-21,17,3,66,93,C,71,2,78,3,5,15350,4342,Pending,Needs Improvement,John Powell,19,Female,Senior,Business,Active,Incident Response & Forensics,Cyber Security,3,Intermediate,Michelle Stephens,Cyber Security,12
F01555,S0593,Fn1183,C019,I01,29-12-23,5,9,83,75,B,57,10,94,6,6,5055,316,Overdue,Average Course,Stuart Scott,29,Female,Sophomore,Psychology,Active,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01556,S0661,Fn1324,C047,I03,17-06-23,15,9,66,50,F,51,25,95,4,6,5580,753,Paid,Average Course,Bryan Brewer,20,Other,Freshman,Psychology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01557,S0027,Fn0047,C003,I02,29-10-23,8,6,90,55,A,86,20,90,1,8,8545,3717,Paid,Needs Improvement,Ashley Phillips,18,Female,Freshman,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01558,S0744,Fn1481,C030,I03,02-04-23,16,8,74,80,C,84,9,17,1,4,17817,3146,Overdue,Needs Improvement,Michael Nelson,29,Female,Junior,Business,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01559,S0623,Fn1252,C033,I02,29-03-21,10,5,93,92,D,86,12,43,8,4,17003,2287,Overdue,Great Course,Marcia Long,26,Other,Senior,Mathematics,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01560,S0508,Fn1033,C023,I02,09-06-22,11,3,79,92,A,71,28,59,3,3,17736,4231,Pending,Needs Improvement,Jessica Jensen,21,Male,Sophomore,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01561,S0884,Fn1771,C026,I02,06-04-23,17,4,97,61,C,50,2,11,2,9,12561,2274,Paid,Needs Improvement,Donna Lawrence DVM,28,Male,Senior,Mathematics,Dropped,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01562,S0591,Fn1179,C030,I03,29-07-22,12,7,85,50,B,88,10,47,1,8,15128,458,Overdue,Needs Improvement,Robert White,24,Other,Sophomore,Computer Science,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01563,S0791,Fn1563,C019,I01,18-11-22,12,7,60,55,D,91,19,46,8,5,12737,2939,Pending,Great Course,Diane Burns,23,Other,Sophomore,Psychology,Active,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01564,S0127,Fn0239,C039,I02,02-09-23,14,6,70,78,F,97,8,62,9,8,18474,3829,Pending,Great Course,Matthew Rodriguez,19,Other,Senior,Mathematics,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01565,S0456,Fn0914,C026,I02,21-05-22,18,4,69,79,C,82,24,16,1,6,6667,2986,Overdue,Needs Improvement,Rachel Gutierrez,24,Other,Freshman,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01566,S0281,Fn0535,C032,I01,15-03-21,5,3,78,62,D,98,10,17,8,5,17203,1109,Paid,Great Course,Joseph King,24,Male,Sophomore,Business,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F01567,S0395,Fn0779,C042,I01,17-03-23,16,7,53,79,C,53,8,16,1,9,13410,2984,Overdue,Needs Improvement,Jacqueline Galloway,28,Male,Freshman,Mathematics,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01568,S0319,Fn0617,C028,I03,04-08-22,12,6,83,61,F,97,12,80,10,9,14083,4164,Overdue,Excellent Course,Kevin Garcia,20,Female,Junior,Business,Active,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01569,S0441,Fn0878,C009,I03,29-12-23,16,8,91,59,B,58,8,42,2,8,9426,1385,Pending,Needs Improvement,Jessica Mcdonald,28,Other,Junior,Computer Science,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F01570,S0341,Fn0663,C048,I03,11-08-21,14,9,90,88,F,57,13,7,1,3,10258,2017,Pending,Needs Improvement,Jordan Simmons,20,Other,Freshman,Biology,Active,Data Wrangling with Python,Data Engineering,3,Intermediate,Sean Nichols,Data Engineering,13
F01571,S0694,Fn1388,C031,I02,16-06-23,5,4,66,59,F,71,15,76,2,9,16778,4381,Pending,Needs Improvement,Jose Perez,26,Female,Sophomore,Business,Active,AI & Natural Language Processing,Data Science,3,Beginner,Melissa Jackson,Data Science,5
F01572,S0119,Fn0230,C015,I04,21-01-22,7,7,61,67,F,98,27,66,2,6,11647,4536,Overdue,Needs Improvement,Dr. David Ferguson,24,Male,Senior,Business,Graduated,Incident Response & Forensics,Cyber Security,2,Intermediate,Michelle Stephens,Cyber Security,12
F01573,S0778,Fn1536,C032,I01,02-05-21,18,5,53,55,A,91,16,35,5,9,18667,1733,Pending,Average Course,Mark Todd,27,Male,Sophomore,Biology,Graduated,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F01574,S0690,Fn1378,C013,I01,03-01-23,16,2,90,57,D,98,24,81,10,1,12938,1577,Overdue,Excellent Course,Jenna Simmons,24,Female,Sophomore,Computer Science,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F01575,S0713,Fn1418,C022,I03,03-04-23,9,2,63,69,C,70,14,76,3,1,15520,740,Overdue,Needs Improvement,Jessica Neal,20,Male,Sophomore,Biology,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01576,S0368,Fn0720,C040,I03,02-04-22,17,7,53,90,B,97,27,41,1,6,5843,2732,Pending,Needs Improvement,Parker Harvey,20,Male,Sophomore,Computer Science,Graduated,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01577,S0385,Fn0765,C011,I03,13-06-21,15,4,83,65,C,90,27,28,10,4,17299,2600,Overdue,Excellent Course,Jose Case,27,Female,Senior,Computer Science,Active,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01578,S0510,Fn1035,C033,I02,02-04-21,14,7,67,51,A,77,10,96,2,5,15160,4808,Pending,Needs Improvement,Michael Mcmillan,22,Other,Junior,Biology,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01579,S0982,Fn1962,C024,I02,02-12-21,14,8,62,60,B,86,11,72,4,5,8511,1854,Overdue,Average Course,Gregory Holmes,26,Female,Sophomore,Computer Science,Active,Machine Learning Fundamentals,Data Science,4,Beginner,Melissa Jackson,Data Science,5
F01580,S0582,Fn1165,C040,I03,09-08-22,18,2,59,73,A,51,29,68,7,3,11708,2478,Overdue,Great Course,Dennis Johnston,25,Female,Sophomore,Mathematics,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01581,S0158,Fn0301,C044,I04,24-07-23,16,7,63,68,C,95,10,20,1,9,8837,2963,Pending,Needs Improvement,Meredith Miller,22,Male,Junior,Psychology,Active,Incident Response & Forensics,Cyber Security,4,Beginner,Michelle Stephens,Cyber Security,12
F01582,S0823,Fn1628,C006,I02,10-11-21,12,7,58,53,B,66,28,22,5,1,6119,3291,Overdue,Average Course,William Wiley,23,Male,Freshman,Mathematics,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01583,S0610,Fn1227,C016,I02,25-08-22,12,5,92,52,C,80,17,72,2,6,17519,1170,Overdue,Needs Improvement,Kathleen Stewart,26,Male,Freshman,Psychology,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F01584,S0717,Fn1425,C030,I03,21-09-23,10,7,69,64,D,94,23,44,8,2,14993,2624,Pending,Great Course,Grant Smith,26,Other,Junior,Biology,Dropped,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01585,S0086,Fn0160,C030,I03,29-06-23,8,8,50,89,A,62,24,62,2,2,14327,2249,Paid,Needs Improvement,Matthew Dyer,24,Male,Freshman,Psychology,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01586,S0902,Fn1807,C014,I03,15-07-22,8,5,93,53,D,94,11,49,4,9,11034,1827,Pending,Average Course,Jade Wilson,29,Other,Sophomore,Psychology,Active,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01587,S0361,Fn0704,C007,I01,30-04-22,12,4,78,92,D,67,7,57,6,2,18358,3793,Paid,Average Course,Kelly Montoya,20,Male,Senior,Computer Science,Active,Introduction to Data Analytics,Data Analytics,4,Advanced,Timothy Watson,Data Analytics,8
F01588,S0792,Fn1566,C003,I02,18-10-22,15,5,66,66,C,73,24,31,9,9,8765,2460,Overdue,Great Course,Lisa Jimenez,29,Female,Junior,Psychology,Active,Deep Learning with TensorFlow,Data Science,3,Intermediate,Melissa Jackson,Data Science,5
F01589,S0085,Fn0157,C031,I02,19-09-22,7,2,98,58,C,80,20,40,10,8,12914,4315,Paid,Excellent Course,Rebecca Middleton,25,Other,Junior,Business,Active,AI & Natural Language Processing,Data Science,3,Beginner,Melissa Jackson,Data Science,5
F01590,S0359,Fn0701,C010,I02,07-03-21,12,4,57,74,F,82,9,72,4,7,11397,2974,Pending,Average Course,John Hill,20,Male,Freshman,Computer Science,Dropped,Big Data Analytics,Data Science,2,Beginner,Melissa Jackson,Data Science,5
F01591,S0727,Fn1450,C033,I02,20-07-21,8,8,66,50,F,80,27,17,4,8,18830,3621,Overdue,Average Course,Edward Robinson,29,Male,Sophomore,Biology,Active,AI & Natural Language Processing,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01592,S0133,Fn0254,C038,I02,13-04-22,14,7,70,89,B,76,22,55,7,9,15071,616,Paid,Great Course,Justin Suarez,20,Other,Freshman,Mathematics,Active,Big Data Analytics,Data Science,2,Intermediate,Melissa Jackson,Data Science,5
F01593,S0903,Fn1810,C037,I02,10-03-22,13,2,74,51,C,85,26,52,1,9,18734,4346,Pending,Needs Improvement,Mr. Joseph Herrera,27,Male,Sophomore,Computer Science,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01594,S0387,Fn0768,C015,I04,18-05-21,16,5,69,94,A,70,2,64,5,3,11431,1985,Paid,Average Course,Debra Strong,27,Female,Junior,Computer Science,Active,Incident Response & Forensics,Cyber Security,2,Intermediate,Michelle Stephens,Cyber Security,12
F01595,S0247,Fn0464,C050,I01,13-10-23,6,5,74,82,C,54,19,82,5,1,12958,3349,Pending,Average Course,Amy Young,21,Female,Freshman,Mathematics,Active,Excel for Data Analysis,Data Analytics,2,Beginner,Timothy Watson,Data Analytics,8
F01596,S0141,Fn0272,C004,I02,12-12-23,14,6,70,71,C,60,3,74,1,8,18617,2796,Overdue,Needs Improvement,Michael Wilson,22,Other,Junior,Biology,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01597,S0950,Fn1890,C037,I02,13-03-23,17,3,62,91,D,83,12,55,6,4,6938,714,Pending,Average Course,Gerald Smith,20,Female,Freshman,Mathematics,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01598,S0447,Fn0894,C042,I01,12-05-23,18,8,62,61,D,83,25,18,9,5,8055,3125,Paid,Great Course,Richard Johnson,29,Female,Freshman,Business,Active,Data Visualization with Power BI,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01599,S0076,Fn0139,C004,I02,16-05-21,5,8,96,76,F,97,19,47,7,6,19709,2485,Overdue,Great Course,Jack Lloyd,27,Male,Sophomore,Business,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01600,S0902,Fn1808,C010,I02,25-03-22,8,7,99,60,B,52,26,7,2,6,13386,3282,Overdue,Needs Improvement,Jade Wilson,29,Other,Sophomore,Psychology,Active,Big Data Analytics,Data Science,2,Beginner,Melissa Jackson,Data Science,5
F01601,S0098,Fn0179,C022,I03,10-03-21,19,9,79,91,B,55,7,29,4,7,8096,517,Pending,Average Course,David Sanchez,29,Other,Junior,Business,Active,Cloud Data Engineering,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01602,S0975,Fn1947,C031,I02,11-08-23,13,3,62,63,C,69,1,38,8,3,19232,3272,Overdue,Great Course,Kathy Thomas,19,Male,Junior,Business,Active,AI & Natural Language Processing,Data Science,3,Beginner,Melissa Jackson,Data Science,5
F01603,S0303,Fn0589,C036,I03,24-03-23,16,4,89,63,A,53,27,74,1,2,6029,1981,Paid,Needs Improvement,Brian Jones,21,Female,Junior,Psychology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01604,S0466,Fn0940,C012,I02,12-10-23,11,2,56,89,D,86,1,60,6,9,6504,4971,Overdue,Average Course,Heather Collier,29,Female,Sophomore,Psychology,Active,Machine Learning Fundamentals,Data Science,4,Advanced,Melissa Jackson,Data Science,5
F01605,S0055,Fn0101,C009,I03,07-04-21,18,9,91,92,A,88,20,69,3,2,5864,3114,Pending,Needs Improvement,Lauren Diaz,19,Female,Senior,Business,Active,Streaming Data with Apache Kafka,Data Engineering,2,Intermediate,Sean Nichols,Data Engineering,13
F01606,S0305,Fn0592,C028,I03,12-01-22,13,3,61,71,D,56,5,64,3,9,7190,706,Pending,Needs Improvement,Robert Molina,23,Female,Junior,Computer Science,Dropped,Database Design & Optimization,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01607,S0953,Fn1897,C034,I03,13-12-23,13,4,51,58,C,66,19,52,1,4,14875,2295,Overdue,Needs Improvement,Mark Hendrix,24,Female,Junior,Psychology,Active,Cloud Data Engineering,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01608,S0771,Fn1520,C005,I03,09-01-21,14,5,63,64,B,87,27,76,8,1,15410,780,Paid,Great Course,Stacey Hunter,18,Male,Freshman,Business,Active,Streaming Data with Apache Kafka,Data Engineering,2,Beginner,Sean Nichols,Data Engineering,13
F01609,S0534,Fn1077,C030,I03,02-10-23,19,3,91,82,C,85,6,85,5,3,5489,4283,Overdue,Average Course,Kevin Gibbs,25,Male,Freshman,Computer Science,Active,Database Design & Optimization,Data Engineering,4,Advanced,Sean Nichols,Data Engineering,13
F01610,S0035,Fn0058,C016,I02,27-11-21,13,2,66,68,D,83,25,81,1,2,19431,270,Overdue,Needs Improvement,Blake Barker,28,Female,Junior,Biology,Active,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F01611,S0540,Fn1093,C019,I01,08-09-21,13,9,62,80,B,55,3,23,5,4,12127,3652,Pending,Average Course,Jessica Barnett,18,Male,Junior,Business,Active,SQL for Data Analysis,Data Analytics,4,Beginner,Timothy Watson,Data Analytics,8
F01612,S0489,Fn0994,C014,I03,26-12-21,18,6,50,67,A,88,7,39,5,2,10314,4721,Overdue,Average Course,Adam Watson,23,Male,Senior,Computer Science,Active,Data Wrangling with Python,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01613,S0682,Fn1362,C047,I03,15-12-21,11,8,96,61,A,51,17,37,9,6,15499,4390,Paid,Great Course,Melissa Dominguez,20,Female,Senior,Psychology,Dropped,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
F01614,S0140,Fn0270,C024,I02,04-05-21,12,9,50,89,F,67,29,46,10,1,10355,3836,Paid,Excellent Course,William Meyer,20,Other,Junior,Biology,Dropped,Machine Learning Fundamentals,Data Science,4,Beginner,Melissa Jackson,Data Science,5
F01615,S0641,Fn1284,C050,I01,26-09-22,16,6,96,86,A,91,9,58,3,5,7042,4857,Paid,Needs Improvement,Haley Thompson,28,Female,Senior,Business,Active,Excel for Data Analysis,Data Analytics,2,Beginner,Timothy Watson,Data Analytics,8
F01616,S0100,Fn0186,C011,I03,18-07-21,6,3,75,94,F,76,19,43,9,9,14733,2466,Paid,Great Course,Amber Garcia,18,Female,Senior,Business,Graduated,Streaming Data with Apache Kafka,Data Engineering,4,Beginner,Sean Nichols,Data Engineering,13
F01617,S0990,Fn1976,C013,I01,09-04-23,13,6,96,98,B,88,10,68,8,1,10880,2463,Paid,Great Course,Christina Rodgers,28,Female,Senior,Mathematics,Active,Introduction to Data Analytics,Data Analytics,4,Intermediate,Timothy Watson,Data Analytics,8
F01618,S0373,Fn0735,C010,I02,07-07-23,6,4,95,50,C,90,6,42,10,4,17339,3207,Overdue,Excellent Course,Katherine Sandoval,18,Other,Senior,Mathematics,Active,Big Data Analytics,Data Science,2,Beginner,Melissa Jackson,Data Science,5
F01619,S0759,Fn1503,C029,I02,30-01-21,12,7,62,83,C,68,4,42,2,2,9882,2708,Paid,Needs Improvement,Kirk Yoder,19,Other,Freshman,Mathematics,Active,Python for Data Science,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01620,S0023,Fn0039,C039,I02,19-08-22,6,2,83,56,B,81,25,77,9,2,13313,2710,Paid,Great Course,Dustin Cortez,23,Female,Sophomore,Computer Science,Active,Machine Learning Fundamentals,Data Science,2,Advanced,Melissa Jackson,Data Science,5
F01621,S0869,Fn1733,C027,I02,05-11-23,15,5,89,51,B,73,10,56,5,5,18849,4018,Overdue,Average Course,Tina Beard,29,Other,Freshman,Biology,Active,Deep Learning with TensorFlow,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01622,S0284,Fn0543,C001,I03,17-10-22,16,2,58,71,D,83,17,51,8,2,10935,4954,Overdue,Great Course,Ebony Johnson,24,Other,Freshman,Computer Science,Active,ETL & Data Pipelines,Data Engineering,3,Advanced,Sean Nichols,Data Engineering,13
F01623,S0113,Fn0216,C032,I01,01-04-23,12,5,68,53,A,74,15,69,8,5,8288,1529,Paid,Great Course,Melissa Moore,20,Male,Freshman,Biology,Active,SQL for Data Analysis,Data Analytics,3,Beginner,Timothy Watson,Data Analytics,8
F01624,S0373,Fn0736,C018,I04,05-04-22,7,9,72,94,A,73,18,46,4,1,19424,179,Paid,Average Course,Katherine Sandoval,18,Other,Senior,Mathematics,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01625,S0197,Fn0381,C004,I02,23-01-21,6,6,90,95,A,74,19,59,1,5,18754,2695,Pending,Needs Improvement,Mary Lopez,22,Other,Junior,Mathematics,Active,Big Data Analytics,Data Science,3,Advanced,Melissa Jackson,Data Science,5
F01626,S0164,Fn0309,C016,I02,22-11-21,10,4,77,69,F,61,4,63,9,3,12113,610,Paid,Great Course,Kristin Wilson,28,Male,Senior,Mathematics,Dropped,Big Data Analytics,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F01627,S0893,Fn1784,C018,I04,27-05-23,10,5,79,52,A,79,6,70,6,2,13229,4420,Paid,Average Course,Jeffrey Evans,20,Male,Senior,Business,Active,Ethical Hacking & Penetration Testing,Cyber Security,4,Intermediate,Michelle Stephens,Cyber Security,12
F01628,S0822,Fn1626,C021,I02,16-11-22,5,8,56,58,D,55,2,78,2,4,17371,3872,Pending,Needs Improvement,Melinda Brown,23,Other,Senior,Psychology,Graduated,AI & Natural Language Processing,Data Science,4,Intermediate,Melissa Jackson,Data Science,5
F01629,S0431,Fn0855,C047,I03,20-09-21,11,9,63,67,C,79,24,58,4,1,15116,4285,Overdue,Average Course,Kenneth Chang,27,Male,Sophomore,Psychology,Active,Database Design & Optimization,Data Engineering,2,Advanced,Sean Nichols,Data Engineering,13
